Journey Duration,Journey ID,End Date,End Month,End Year,End Hour,End Minute,End Station ID,Start Date,Start Month,Start Year,Start Hour,Start Minute,Start Station ID
360,8374,16,9,17,11,1,74,16,9,17,10,55,117
1140,8960,13,9,17,18,23,508,13,9,17,18,4,27
1200,2813,16,9,17,9,59,808,16,9,17,9,39,181
1020,4887,16,9,17,13,57,213,16,9,17,13,40,195
780,8592,16,9,17,11,52,435,16,9,17,11,39,814
720,9069,19,9,17,18,16,181,19,9,17,18,4,129
1980,7150,14,9,17,10,0,804,14,9,17,9,27,223
300,7778,14,9,17,13,44,25,14,9,17,13,39,804
720,374,19,9,17,22,10,217,19,9,17,21,58,372
900,6172,15,9,17,14,14,372,15,9,17,13,59,217
1020,3314,19,9,17,15,37,372,19,9,17,15,20,217
780,7330,14,9,17,13,7,456,14,9,17,12,54,6
1140,1869,13,9,17,9,18,581,13,9,17,8,59,462
660,8151,13,9,17,17,47,456,13,9,17,17,36,184
1260,2590,14,9,17,8,30,141,14,9,17,8,9,462
1500,3162,13,9,17,9,4,55,13,9,17,8,39,352
300,8250,13,9,17,9,59,32,13,9,17,9,54,55
660,14401,19,9,17,18,9,595,19,9,17,17,58,155
1080,14401,19,9,17,17,51,155,19,9,17,17,33,288
2040,9320,17,9,17,12,16,133,17,9,17,11,42,625
2040,7871,17,9,17,12,16,133,17,9,17,11,42,625
960,13853,15,9,17,18,3,395,15,9,17,17,47,638
480,8103,19,9,17,19,17,726,19,9,17,19,9,638
780,13697,16,9,17,18,26,395,16,9,17,18,13,625
1920,3745,17,9,17,14,22,625,17,9,17,13,50,168
1920,12789,17,9,17,14,22,625,17,9,17,13,50,168
780,11316,16,9,17,18,26,395,16,9,17,18,13,625
0,3470,19,9,17,16,13,102,19,9,17,16,13,102
480,8676,13,9,17,7,20,102,13,9,17,7,12,732
420,1801,13,9,17,16,23,732,13,9,17,16,16,102
360,14893,19,9,17,16,19,732,19,9,17,16,13,102
420,11796,19,9,17,7,17,102,19,9,17,7,10,732
420,4912,15,9,17,16,25,735,15,9,17,16,18,636
960,10849,14,9,17,7,37,368,14,9,17,7,21,370
29820,10646,15,9,17,18,12,105,15,9,17,9,55,22
900,7824,15,9,17,7,35,368,15,9,17,7,20,370
540,7787,18,9,17,13,27,25,18,9,17,13,18,22
720,13699,15,9,17,18,55,192,15,9,17,18,43,826
840,10895,18,9,17,19,42,148,18,9,17,19,28,141
420,6116,18,9,17,17,44,409,18,9,17,17,37,139
540,6892,18,9,17,8,54,281,18,9,17,8,45,411
600,3011,19,9,17,19,19,411,19,9,17,19,9,221
720,7774,17,9,17,19,25,787,17,9,17,19,13,521
540,8409,17,9,17,23,6,223,17,9,17,22,57,269
2400,2144,17,9,17,12,1,521,17,9,17,11,21,820
0,4020,17,9,17,11,21,820,17,9,17,11,21,820
420,250,13,9,17,12,45,120,13,9,17,12,38,140
900,12636,14,9,17,17,52,307,14,9,17,17,37,220
1260,12876,15,9,17,10,21,338,15,9,17,10,0,85
360,13652,15,9,17,15,58,85,15,9,17,15,52,194
480,3027,13,9,17,17,58,272,13,9,17,17,50,85
720,3424,18,9,17,10,41,85,18,9,17,10,29,361
780,934,15,9,17,12,27,732,15,9,17,12,14,18
540,538,15,9,17,13,52,133,15,9,17,13,43,667
1260,10536,19,9,17,8,21,167,19,9,17,8,0,667
1200,13156,18,9,17,7,58,167,18,9,17,7,38,667
480,13812,16,9,17,9,50,133,16,9,17,9,42,667
780,14623,15,9,17,20,4,133,15,9,17,19,51,167
1200,14427,14,9,17,8,23,167,14,9,17,8,3,667
720,12858,16,9,17,11,9,667,16,9,17,10,57,133
1380,9888,19,9,17,18,32,667,19,9,17,18,9,167
960,14031,15,9,17,15,24,288,15,9,17,15,8,133
1440,10536,18,9,17,18,44,667,18,9,17,18,20,167
420,7981,14,9,17,11,3,331,14,9,17,10,56,39
300,13569,18,9,17,15,22,420,18,9,17,15,17,80
1260,8253,13,9,17,13,9,80,13,9,17,12,48,39
1920,107,19,9,17,8,59,257,19,9,17,8,27,275
1200,422,18,9,17,13,26,80,18,9,17,13,6,39
900,15068,13,9,17,16,57,54,13,9,17,16,42,80
60,2779,13,9,17,16,41,80,13,9,17,16,40,80
1560,5350,19,9,17,17,57,54,19,9,17,17,31,257
1080,7136,15,9,17,16,26,180,15,9,17,16,8,180
360,500,14,9,17,16,3,62,14,9,17,15,57,347
420,2095,13,9,17,16,0,62,13,9,17,15,53,347
420,235,13,9,17,7,57,347,13,9,17,7,50,62
360,6624,14,9,17,7,57,347,14,9,17,7,51,62
1140,8444,14,9,17,18,4,191,14,9,17,17,45,622
540,9674,14,9,17,19,53,795,14,9,17,19,44,271
600,1157,14,9,17,7,51,271,14,9,17,7,41,20
360,10490,19,9,17,17,9,20,19,9,17,17,3,271
600,3933,13,9,17,8,35,84,13,9,17,8,25,361
360,5253,13,9,17,17,14,154,13,9,17,17,8,84
600,10900,19,9,17,11,38,232,19,9,17,11,28,374
1140,7698,19,9,17,15,23,514,19,9,17,15,4,457
780,10363,19,9,17,18,0,535,19,9,17,17,47,400
540,12293,14,9,17,16,14,409,14,9,17,16,5,321
480,706,13,9,17,16,11,409,13,9,17,16,3,321
420,3613,13,9,17,7,44,253,13,9,17,7,37,175
360,14798,16,9,17,7,48,253,16,9,17,7,42,3
480,11182,15,9,17,7,49,253,15,9,17,7,41,175
480,5501,18,9,17,8,7,253,18,9,17,7,59,175
420,13494,14,9,17,18,12,175,14,9,17,18,5,253
480,12406,18,9,17,18,12,175,18,9,17,18,4,253
420,4455,19,9,17,7,36,253,19,9,17,7,29,175
420,5721,13,9,17,10,11,175,13,9,17,10,4,253
480,14665,15,9,17,17,14,175,15,9,17,17,6,253
360,10367,14,9,17,7,35,253,14,9,17,7,29,175
420,12151,19,9,17,17,16,175,19,9,17,17,9,253
360,6421,16,9,17,13,8,175,16,9,17,13,2,253
780,13559,15,9,17,7,59,101,15,9,17,7,46,321
900,12084,15,9,17,21,10,321,15,9,17,20,55,358
1440,7108,15,9,17,16,50,358,15,9,17,16,26,321
1140,1351,15,9,17,15,55,85,15,9,17,15,36,72
240,14597,15,9,17,14,47,242,15,9,17,14,43,114
780,4454,16,9,17,0,47,409,16,9,17,0,34,272
540,359,16,9,17,13,44,420,16,9,17,13,35,152
1320,4563,16,9,17,21,51,252,16,9,17,21,29,152
720,7597,16,9,17,23,37,152,16,9,17,23,25,272
600,13324,16,9,17,22,57,272,16,9,17,22,47,336
1680,9197,16,9,17,0,10,792,15,9,17,23,42,152
1740,14801,16,9,17,16,29,409,16,9,17,16,0,421
1140,15056,18,9,17,8,39,65,18,9,17,8,20,330
360,10785,13,9,17,12,19,77,13,9,17,12,13,65
1020,14735,13,9,17,8,35,65,13,9,17,8,18,290
840,4911,18,9,17,17,38,186,18,9,17,17,24,65
480,7478,13,9,17,12,52,65,13,9,17,12,44,77
960,6996,17,9,17,19,30,331,17,9,17,19,14,321
1140,2372,16,9,17,0,29,308,16,9,17,0,10,52
1260,14561,18,9,17,19,47,307,18,9,17,19,26,660
1200,5504,18,9,17,19,1,691,18,9,17,18,41,307
600,12328,15,9,17,7,19,2,15,9,17,7,9,397
240,3687,13,9,17,22,20,550,13,9,17,22,16,503
240,8143,14,9,17,19,7,491,14,9,17,19,3,503
360,13901,17,9,17,21,27,85,17,9,17,21,21,194
360,4022,19,9,17,21,7,85,19,9,17,21,1,194
420,15110,15,9,17,10,1,194,15,9,17,9,54,85
480,311,14,9,17,18,18,64,14,9,17,18,10,173
420,2071,15,9,17,18,32,85,15,9,17,18,25,194
300,13022,17,9,17,17,24,194,17,9,17,17,19,314
480,9351,18,9,17,9,26,194,18,9,17,9,18,85
660,14445,18,9,17,10,3,360,18,9,17,9,52,270
420,4269,19,9,17,19,53,74,19,9,17,19,46,299
540,14097,18,9,17,14,49,270,18,9,17,14,40,360
660,1274,19,9,17,10,0,360,19,9,17,9,49,270
300,7903,15,9,17,10,37,225,15,9,17,10,32,622
2460,12249,14,9,17,9,28,171,14,9,17,8,47,741
420,9960,13,9,17,12,55,287,13,9,17,12,48,797
300,7036,19,9,17,9,11,622,19,9,17,9,6,442
960,8681,18,9,17,9,5,296,18,9,17,8,49,741
780,1724,18,9,17,16,47,442,18,9,17,16,34,296
1800,10971,13,9,17,17,8,2,13,9,17,16,38,191
840,11341,14,9,17,18,9,741,14,9,17,17,55,296
600,9664,16,9,17,10,22,571,16,9,17,10,12,741
1020,2967,15,9,17,18,3,741,15,9,17,17,46,605
240,3270,15,9,17,8,47,740,15,9,17,8,43,741
420,13801,13,9,17,13,54,797,13,9,17,13,47,287
420,13748,16,9,17,14,52,553,16,9,17,14,45,399
840,7115,16,9,17,17,43,695,16,9,17,17,29,40
1320,10040,16,9,17,19,39,260,16,9,17,19,17,284
180,6653,18,9,17,18,7,284,18,9,17,18,4,815
180,12155,13,9,17,13,12,284,13,9,17,13,9,815
180,3299,13,9,17,19,32,272,13,9,17,19,29,815
180,11047,14,9,17,19,10,284,14,9,17,19,7,815
180,12155,13,9,17,11,28,815,13,9,17,11,25,284
480,365,18,9,17,18,22,338,18,9,17,18,14,284
1560,7887,15,9,17,16,58,154,15,9,17,16,32,520
1500,13044,15,9,17,7,17,478,15,9,17,6,52,374
300,6860,18,9,17,13,41,764,18,9,17,13,36,653
600,2567,17,9,17,18,46,766,17,9,17,18,36,642
600,2621,18,9,17,14,23,766,18,9,17,14,13,734
660,5454,17,9,17,20,30,653,17,9,17,20,19,621
180,11363,18,9,17,17,8,675,18,9,17,17,5,621
600,14464,14,9,17,9,8,360,14,9,17,8,58,374
360,5352,16,9,17,14,25,20,16,9,17,14,19,28
1680,239,15,9,17,18,5,28,15,9,17,17,37,28
1260,2768,16,9,17,15,18,28,16,9,17,14,57,20
840,1815,14,9,17,17,1,28,14,9,17,16,47,257
1620,8746,13,9,17,19,20,257,13,9,17,18,53,28
1380,12978,13,9,17,23,6,28,13,9,17,22,43,239
1320,10133,18,9,17,21,38,576,18,9,17,21,16,458
600,4360,19,9,17,18,50,66,19,9,17,18,40,75
660,14333,13,9,17,11,26,758,13,9,17,11,15,151
360,10671,13,9,17,23,5,568,13,9,17,22,59,225
5460,14333,13,9,17,12,57,457,13,9,17,11,26,758
480,8253,13,9,17,19,14,543,13,9,17,19,6,568
1500,10059,19,9,17,19,21,514,19,9,17,18,56,126
3600,5854,17,9,17,15,51,157,17,9,17,14,51,456
14160,8354,16,9,17,22,38,456,16,9,17,18,42,456
840,2789,13,9,17,18,54,498,13,9,17,18,40,3
540,7866,18,9,17,7,51,779,18,9,17,7,42,464
900,3117,18,9,17,12,30,197,18,9,17,12,15,102
480,8120,19,9,17,7,41,779,19,9,17,7,33,464
1500,10796,18,9,17,19,1,715,18,9,17,18,36,377
780,5798,17,9,17,10,21,264,17,9,17,10,8,806
840,2273,19,9,17,10,57,125,19,9,17,10,43,603
480,14717,15,9,17,1,33,446,15,9,17,1,25,492
180,9404,13,9,17,7,20,683,13,9,17,7,17,627
180,13791,13,9,17,18,10,627,13,9,17,18,7,683
180,7872,14,9,17,7,32,683,14,9,17,7,29,627
240,5292,13,9,17,21,12,750,13,9,17,21,8,756
180,15027,15,9,17,7,45,683,15,9,17,7,42,627
180,107,15,9,17,18,30,627,15,9,17,18,27,683
1200,4370,17,9,17,17,14,315,17,9,17,16,54,315
1320,14952,17,9,17,16,18,315,17,9,17,15,56,315
840,7796,17,9,17,17,8,315,17,9,17,16,54,315
1620,4370,17,9,17,16,23,315,17,9,17,15,56,315
1380,11717,17,9,17,16,20,315,17,9,17,15,57,315
1200,5973,17,9,17,17,14,315,17,9,17,16,54,315
600,12824,15,9,17,18,42,588,15,9,17,18,32,717
600,14285,15,9,17,0,1,365,14,9,17,23,51,326
120,14332,14,9,17,23,50,326,14,9,17,23,48,326
180,14466,15,9,17,23,14,130,15,9,17,23,11,818
1620,15005,14,9,17,23,18,749,14,9,17,22,51,749
540,11721,15,9,17,0,34,486,15,9,17,0,25,132
1380,12951,15,9,17,21,34,278,15,9,17,21,11,749
480,11721,15,9,17,0,44,717,15,9,17,0,36,486
600,14285,15,9,17,0,12,399,15,9,17,0,2,365
720,14285,14,9,17,23,46,326,14,9,17,23,34,717
1080,12703,16,9,17,10,30,692,16,9,17,10,12,553
1260,12703,16,9,17,10,55,553,16,9,17,10,34,692
1080,8404,16,9,17,10,30,692,16,9,17,10,12,553
1200,8404,16,9,17,10,54,553,16,9,17,10,34,692
1080,10762,16,9,17,10,30,692,16,9,17,10,12,553
1260,4253,16,9,17,10,55,553,16,9,17,10,34,692
540,12912,19,9,17,17,19,537,19,9,17,17,10,561
360,14654,15,9,17,8,32,561,15,9,17,8,26,206
420,2529,14,9,17,8,24,561,14,9,17,8,17,537
420,2227,13,9,17,8,21,561,13,9,17,8,14,537
600,11532,14,9,17,17,23,537,14,9,17,17,13,561
480,9175,19,9,17,8,25,561,19,9,17,8,17,537
480,1155,18,9,17,8,25,561,18,9,17,8,17,537
540,8155,13,9,17,17,10,537,13,9,17,17,1,561
480,7923,18,9,17,17,24,537,18,9,17,17,16,561
540,2128,15,9,17,17,30,537,15,9,17,17,21,561
900,14423,16,9,17,12,4,108,16,9,17,11,49,163
1200,4003,13,9,17,8,53,28,13,9,17,8,33,150
1200,13183,14,9,17,7,53,28,14,9,17,7,33,150
660,13448,16,9,17,1,6,163,16,9,17,0,55,190
1140,13140,15,9,17,8,44,28,15,9,17,8,25,150
1080,13140,14,9,17,20,36,150,14,9,17,20,18,28
840,10135,19,9,17,20,43,292,19,9,17,20,29,28
1140,13086,19,9,17,8,52,28,19,9,17,8,33,150
1200,5943,13,9,17,20,14,150,13,9,17,19,54,28
1020,7260,15,9,17,18,32,292,15,9,17,18,15,28
1020,577,18,9,17,20,48,150,18,9,17,20,31,28
540,3371,15,9,17,20,30,826,15,9,17,20,21,163
1260,14721,18,9,17,8,55,28,18,9,17,8,34,150
360,8278,13,9,17,16,42,712,13,9,17,16,36,450
780,11854,13,9,17,15,5,453,13,9,17,14,52,712
1020,6452,13,9,17,10,14,140,13,9,17,9,57,156
840,3765,14,9,17,11,3,140,14,9,17,10,49,820
720,13669,16,9,17,2,15,156,16,9,17,2,3,55
900,4960,15,9,17,12,11,140,15,9,17,11,56,820
240,5825,15,9,17,7,59,387,15,9,17,7,55,352
240,14436,13,9,17,7,59,437,13,9,17,7,55,305
240,7059,15,9,17,18,54,654,15,9,17,18,50,676
240,348,18,9,17,21,41,669,18,9,17,21,37,654
420,7059,15,9,17,17,56,676,15,9,17,17,49,100
180,526,19,9,17,17,53,437,19,9,17,17,50,74
180,9504,13,9,17,20,19,802,13,9,17,20,16,676
240,9504,13,9,17,21,25,440,13,9,17,21,21,802
240,5825,15,9,17,10,1,437,15,9,17,9,57,387
180,8224,13,9,17,18,28,669,13,9,17,18,25,654
540,10300,14,9,17,20,0,305,14,9,17,19,51,268
300,1813,14,9,17,12,7,437,14,9,17,12,2,437
480,2478,14,9,17,18,16,161,14,9,17,18,8,100
300,8433,18,9,17,23,9,654,18,9,17,23,4,676
2400,7300,19,9,17,15,23,95,19,9,17,14,43,572
2460,3407,19,9,17,15,23,95,19,9,17,14,42,572
1500,5798,16,9,17,15,40,806,16,9,17,15,15,572
4140,8402,19,9,17,18,0,804,19,9,17,16,51,95
600,11339,16,9,17,17,44,462,16,9,17,17,34,214
5220,8157,19,9,17,18,19,572,19,9,17,16,52,95
1440,871,16,9,17,15,40,806,16,9,17,15,16,572
780,5978,19,9,17,8,35,162,19,9,17,8,22,199
600,5505,18,9,17,11,7,23,18,9,17,10,57,66
900,6384,18,9,17,9,12,162,18,9,17,8,57,199
720,8123,19,9,17,18,6,199,19,9,17,17,54,162
1080,9606,15,9,17,7,45,732,15,9,17,7,27,501
300,13302,16,9,17,9,3,479,16,9,17,8,58,501
900,6544,13,9,17,9,48,818,13,9,17,9,33,501
780,8242,14,9,17,8,45,732,14,9,17,8,32,501
1140,8055,15,9,17,18,21,500,15,9,17,18,2,732
540,13340,13,9,17,19,58,206,13,9,17,19,49,278
840,219,14,9,17,21,12,500,14,9,17,20,58,818
720,3501,16,9,17,15,57,500,16,9,17,15,45,263
780,8896,18,9,17,20,13,500,18,9,17,20,0,818
780,12502,18,9,17,9,43,278,18,9,17,9,30,282
540,12540,16,9,17,13,18,506,16,9,17,13,9,501
1020,2769,19,9,17,19,9,478,19,9,17,18,52,570
720,8145,16,9,17,21,12,263,16,9,17,21,0,501
840,14535,14,9,17,7,52,408,14,9,17,7,38,20
900,8653,14,9,17,14,59,20,14,9,17,14,44,408
480,1967,18,9,17,20,20,473,18,9,17,20,12,532
540,13511,18,9,17,20,21,473,18,9,17,20,12,532
1740,3885,18,9,17,9,3,564,18,9,17,8,34,780
2340,1560,17,9,17,18,21,82,17,9,17,17,42,738
1620,9728,19,9,17,8,55,564,19,9,17,8,28,780
300,3885,17,9,17,20,35,780,17,9,17,20,30,691
360,9160,18,9,17,18,15,780,18,9,17,18,9,691
1140,5941,17,9,17,17,29,4,17,9,17,17,10,80
480,13972,13,9,17,8,54,135,13,9,17,8,46,96
300,14411,19,9,17,19,3,466,19,9,17,18,58,132
420,3326,14,9,17,8,57,135,14,9,17,8,50,96
540,6193,13,9,17,19,22,96,13,9,17,19,13,132
660,3428,14,9,17,18,20,466,14,9,17,18,9,135
480,14610,19,9,17,17,58,132,19,9,17,17,50,135
660,7220,13,9,17,18,2,132,13,9,17,17,51,135
180,2870,18,9,17,19,13,401,18,9,17,19,10,132
540,7728,19,9,17,8,57,135,19,9,17,8,48,96
1200,14989,18,9,17,18,7,132,18,9,17,17,47,135
780,12886,18,9,17,8,54,170,18,9,17,8,41,96
2760,10236,17,9,17,10,38,300,17,9,17,9,52,307
2280,6959,17,9,17,10,29,300,17,9,17,9,51,307
360,8529,18,9,17,0,48,552,18,9,17,0,42,237
1620,10104,18,9,17,0,34,130,18,9,17,0,7,116
780,10106,15,9,17,16,2,194,15,9,17,15,49,252
540,2914,15,9,17,14,38,641,15,9,17,14,29,801
720,3187,14,9,17,9,21,392,14,9,17,9,9,37
480,8473,15,9,17,9,34,392,15,9,17,9,26,296
600,1236,18,9,17,10,0,392,18,9,17,9,50,219
600,6038,13,9,17,9,20,392,13,9,17,9,10,37
360,13204,13,9,17,18,31,37,13,9,17,18,25,97
540,13390,19,9,17,8,50,392,19,9,17,8,41,37
420,13750,14,9,17,18,35,37,14,9,17,18,28,97
480,10604,18,9,17,18,34,37,18,9,17,18,26,97
480,37,19,9,17,18,32,37,19,9,17,18,24,392
540,13307,17,9,17,15,7,282,17,9,17,14,58,251
1200,8052,18,9,17,17,58,282,18,9,17,17,38,107
300,5286,15,9,17,13,26,486,15,9,17,13,21,479
420,2844,13,9,17,16,9,282,13,9,17,16,2,508
180,6124,16,9,17,16,52,501,16,9,17,16,49,444
1020,13361,18,9,17,8,35,95,18,9,17,8,18,282
1020,8518,19,9,17,9,7,95,19,9,17,8,50,282
1140,6331,19,9,17,17,50,282,19,9,17,17,31,107
420,5155,13,9,17,7,48,251,13,9,17,7,41,587
240,202,18,9,17,18,15,194,18,9,17,18,11,587
540,5249,19,9,17,13,53,251,19,9,17,13,44,587
360,9593,19,9,17,7,14,251,19,9,17,7,8,587
300,14938,17,9,17,19,58,587,17,9,17,19,53,87
360,12312,18,9,17,7,31,251,18,9,17,7,25,587
420,14380,18,9,17,17,51,587,18,9,17,17,44,251
300,8372,15,9,17,7,14,251,15,9,17,7,9,587
480,8697,19,9,17,12,40,199,19,9,17,12,32,251
1140,15101,13,9,17,12,34,251,13,9,17,12,15,251
600,14475,18,9,17,18,27,792,18,9,17,18,17,126
900,5417,18,9,17,20,56,132,18,9,17,20,41,792
1680,13581,18,9,17,13,21,230,18,9,17,12,53,12
1020,2302,18,9,17,9,54,12,18,9,17,9,37,703
240,4100,16,9,17,17,16,715,16,9,17,17,12,478
660,4078,18,9,17,17,31,273,18,9,17,17,20,62
840,6530,18,9,17,22,52,62,18,9,17,22,38,273
720,13548,18,9,17,8,58,42,18,9,17,8,46,3
720,13548,18,9,17,9,52,39,18,9,17,9,40,42
2880,10214,17,9,17,19,15,141,17,9,17,18,27,42
660,6156,17,9,17,13,18,30,17,9,17,13,7,3
1740,370,16,9,17,21,52,40,16,9,17,21,23,30
420,14029,19,9,17,9,52,393,19,9,17,9,45,195
2700,12444,17,9,17,19,35,344,17,9,17,18,50,350
2700,9074,17,9,17,19,35,344,17,9,17,18,50,350
1980,1951,17,9,17,15,14,133,17,9,17,14,41,264
1980,630,17,9,17,15,14,133,17,9,17,14,41,264
420,14895,13,9,17,6,52,175,13,9,17,6,45,101
480,13973,14,9,17,16,8,101,14,9,17,16,0,175
480,14862,18,9,17,16,8,579,18,9,17,16,0,175
480,13085,19,9,17,6,57,175,19,9,17,6,49,101
480,10460,13,9,17,15,43,732,13,9,17,15,35,175
480,9779,19,9,17,15,43,732,19,9,17,15,35,175
780,1916,15,9,17,8,19,488,15,9,17,8,6,278
720,14314,19,9,17,12,14,278,19,9,17,12,2,488
300,7485,14,9,17,8,23,488,14,9,17,8,18,452
360,14474,13,9,17,11,53,488,13,9,17,11,47,452
360,11821,19,9,17,14,33,488,19,9,17,14,27,452
420,3481,19,9,17,8,27,488,19,9,17,8,20,452
480,2121,19,9,17,8,3,349,19,9,17,7,55,400
300,12519,13,9,17,7,6,638,13,9,17,7,1,710
300,5051,18,9,17,7,6,638,18,9,17,7,1,710
360,7134,14,9,17,6,34,638,14,9,17,6,28,710
300,586,13,9,17,18,44,710,13,9,17,18,39,638
300,8017,18,9,17,18,21,710,18,9,17,18,16,638
240,11797,19,9,17,7,5,638,19,9,17,7,1,710
300,7038,14,9,17,23,17,658,14,9,17,23,12,664
360,13077,19,9,17,15,9,710,19,9,17,15,3,638
660,7050,16,9,17,11,4,3,16,9,17,10,53,818
660,14574,15,9,17,8,12,140,15,9,17,8,1,818
600,9171,14,9,17,8,15,140,14,9,17,8,5,818
780,5998,13,9,17,8,18,140,13,9,17,8,5,278
660,778,19,9,17,18,8,818,19,9,17,17,57,140
600,14304,18,9,17,7,43,140,18,9,17,7,33,818
720,4076,15,9,17,18,25,818,15,9,17,18,13,140
600,12678,16,9,17,18,7,278,16,9,17,17,57,140
540,8896,18,9,17,18,28,818,18,9,17,18,19,140
600,9985,13,9,17,18,22,818,13,9,17,18,12,140
720,11186,14,9,17,18,27,818,14,9,17,18,15,215
540,1051,19,9,17,5,44,140,19,9,17,5,35,818
6660,6186,16,9,17,12,35,307,16,9,17,10,44,584
1260,13055,13,9,17,18,17,154,13,9,17,17,56,202
1140,14090,13,9,17,8,58,530,13,9,17,8,39,790
1080,14543,14,9,17,9,47,530,14,9,17,9,29,790
1260,2041,19,9,17,17,53,785,19,9,17,17,32,530
1200,4327,18,9,17,17,58,790,18,9,17,17,38,530
1380,13965,15,9,17,17,50,785,15,9,17,17,27,530
1020,13965,15,9,17,9,19,530,15,9,17,9,2,790
1020,14990,14,9,17,17,40,790,14,9,17,17,23,530
960,2041,19,9,17,9,41,530,19,9,17,9,25,790
2280,4200,17,9,17,15,18,113,17,9,17,14,40,307
2340,5046,17,9,17,15,19,113,17,9,17,14,40,307
1560,8591,17,9,17,17,12,225,17,9,17,16,46,758
540,14906,17,9,17,14,8,708,17,9,17,13,59,596
420,11310,17,9,17,13,40,619,17,9,17,13,33,649
420,12531,15,9,17,17,10,15,15,9,17,17,3,81
480,6262,15,9,17,20,35,81,15,9,17,20,27,88
